status,reported,description,type,address,occurred
CLOSED,2019-04-29 20:40:00+00:00,"Officer dispatched to a report of an individual causing a disturbance in the area. Officer arrived and reported that the  
disturbance was a result of a misunderstanding, however, the issue had been resolved.",DISTURBANCE,SCIENCE CENTER PLAZA 1 OXFORD ST CAMBRIDGE,"4/29/19
8:40 PM"
CLOSED,2019-04-30 07:48:00+00:00,Officers dispatched to monitor a demonstration that went without incident.,DEMONSTRATION,NEW RESEARCH BUILDING 77 AVE LOUIS PASTEUR BOSTON,"4/30/19
7:45 AM - 9:15 AM"
CLOSED,2019-04-30 08:03:00+00:00,"Officer dispatched to a report of the smell of natural gas. Officer and Cambridge Fire arrived and reported no detection  
of natural gas in the building.",SUSPICIOUS ODOR/SMOKE,LOWELL HOUSE A 10 HOLYOKE PL CAMBRIDGE,"4/30/19
8:03 AM"
CLOSED,2019-04-30 09:13:00+00:00,"Officers dispatched to a report of an unwanted guest sleeping and refusing to leave the building. Officers arrived,       
located the individual, and sent them on their way.",UNWANTED GUEST,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,"4/30/19
9:13 AM"
CLOSED,2019-04-30 10:12:00+00:00,Officer dispatched to take a report of past suspicious activity.,SUSPICIOUS ACTIVITY,ALUMNAE HOUSE RADCLIFFE 79 BRATTLE ST CAMBRIDGE,"4/26/19
1:10 PM - 1:30 PM"
CLOSED,2019-04-30 11:57:00+00:00,"Officers dispatched to a report of two unwanted guests sleeping and refusing to leave the building. Officers arrived,     
located the individuals, and reported that they were both awake and alert. Officers informed the individuals of the policy
regarding sleeping inside of the building and reported that the individuals were allowed to remain in the area.",UNWANTED GUEST,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,"4/30/19
11:57 AM"
CLOSED,2019-04-30 13:52:00+00:00,Officer dispatched to take a report of vandalism done to a motor vehicle.,VANDALISM,NEW RESEARCH BUILDING PARKING 77 AVE LOUIS PASTEUR BOSTON,"4/30/19
1:52 PM"
OPEN,2019-04-30 15:18:00+00:00,Officer dispatched to take a report of threats.,THREAT(S),FRESHMAN DEAN'S OFFICE 6 PRESCOTT ST CAMBRIDGE,"3/10/19 - 0:01 AM
4/30/19 - 4:00 PM"
CLOSED,2019-04-30 15:51:00+00:00,"Officers dispatched to a report of several individuals vaping in the building. Officers arrived, located the individuals, 
and sent them on their way.",REMOVE GROUP,SMITH CAMPUS CENTER - COMMON S 1350 MASSACHUSETTS AVE CAMBRIDGE,"4/30/19
3:51 PM"
CLOSED,2019-04-30 16:00:00+00:00,"Officers dispatched to a report of several individuals smoking marijuana behind the building. Officers arrived and        
reported several individuals smoking cigarettes in the area. Officers informed the individuals of the policy regarding    
smoking on Harvard University property and sent them on their way.",REMOVE GROUP,HARVARD ADVOCATE 21 SOUTH ST CAMBRIDGE,"4/30/19
3:55 PM - 4:10 PM"
CLOSED,2019-04-30 16:27:00+00:00,Officer took a walk-in report of a previous unwanted guest in the vestibule of the building.,UNWANTED GUEST,PEABODY TERRACE 01 900 MEMORIAL DR CAMBRIDGE,"2/5/19 - 7:45 AM
4/27/19 - 9:00 AM"
CLOSED,2019-04-30 16:29:00+00:00,Officer obtained a copy of a Harassment Prevention Order.,HARASSMENT PROTECTION,90 SMITH ST,"4/30/19
2:44 PM - 4:00 PM"
CLOSED,2019-04-30 18:05:00+00:00,Officer dispatched to take a report of a suspicious email.,SUSPICIOUS ACTIVITY,WILLIAM JAMES HALL 33 KIRKLAND ST CAMBRIDGE,"4/30/19
6:17 AM - 7:00 PM"
CLOSED,2019-05-01 02:41:00+00:00,Officers dispatched to a report of a noise complaint. Officers arrived and reported that the area was quiet.,NOISE COMPLAINT,HASTINGS HALL 1533 MASSACHUSETTS AVE CAMBRIDGE,"5/1/19
2:41 AM"
CLOSED,2019-05-01 06:24:00+00:00,"Officer dispatched to a report of loud noise coming from a construction site. Officer arrived, located a construction     
worker,  and reported that the issue would be addressed.",NOISE COMPLAINT,LOWELL HOUSE A 10 HOLYOKE PL CAMBRIDGE,"5/1/19
6:24 AM"
CLOSED,2019-05-01 08:00:00+00:00,"Officer dispatched to a report of several individuals blocking the entrance of the building. Officer arrived and advised  
the individuals not to obstruct the entrance of the building.",REMOVE GROUP,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,"5/1/19
8:00 AM"
CLOSED,2019-05-01 08:05:00+00:00,"Officers dispatched to a report of a demonstration in the area. Officers arrived and reported several individuals had     
gained entrance into University Hall. After several hours, officers reported that the individuals had exited the building 
and proceeded to demonstrate outside without further incident.",DEMONSTRATION,UNIVERSITY HALL 1 HARVARD YARD CAMBRIDGE,"5/1/19
8:05 AM - 2:45 PM"
OPEN,2019-05-01 09:25:00+00:00,Officer dispatched to take a report of a stolen poster valued at $300.00.,THEFT REPORT,MCZ MUSEUM COMPARATIVE ZOOLOGY 24 OXFORD ST CAMBRIDGE,"4/26/19 - 2:00 PM
4/30/19 - 4:30 AM"
CLOSED,2019-05-01 10:23:00+00:00,"Officer dispatched to a report of an unattended backpack on the second floor of the building. Officer arrived, located the
backpack, and reported that it did not contain any suspicious content. Officer reported that the backpack was disposed of 
properly.","SUSPICIOUS MAIL/
PACKAGE/BAG",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,"5/1/19
10:23 AM"
OPEN,2019-05-01 18:53:00+00:00,"Officer dispatched to take a report of a stolen light blue Salsa Timberjack bicycle valued at $600.00 and a cable lock    
valued at $25.00.",THEFT REPORT,ADAMS HOUSE D - RANDOLPH HALL 45 BOW ST CAMBRIDGE,"4/17/19 - 3:00 PM
5/1/19 - 10:00 AM"
OPEN,2019-05-02 00:39:00+00:00,"Officer dispatched to take a report of a stolen black Canada Goose jacket valued at $1,000.00, a blue wallet valued at    
$30.00, an HUID card, an identification card, and credit/debit cards.",THEFT REPORT,ADAMS HOUSE - CLAVERLY HALL 63 MT AUBURN ST CAMBRIDGE,"5/1/19 - 11:00 PM
5/2/19 - 0:30 AM"
CLOSED,2019-05-02 01:10:00+00:00,"Officer dispatched to a report of an individual preventing people from entering the yard. Officer and Cambridge Police    
arrived and reported individual gone on arrival.",ASSIST CAMBRIDGE POLICE,JOHNSTON GATE 1465 MASSACHUSETTS AVE CAMBRIDGE,"5/2/19
1:10 AM"
CLOSED,2019-05-02 08:13:00+00:00,"Officers dispatched to a report of an individual sleeping in a restroom stall inside the building. Officers arrived,      
located the individual outside of the restroom, and conducted a field interview. The individual was run for wants/warrants
with negative results. The individual was then issued a verbal trespass warning for all Harvard University property and   
sent on their way.",TRESPASS WARNING,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,"5/2/19
8:13 AM - 9:00 AM"
CLOSED,2019-05-02 12:27:00+00:00,Officer dispatched to take a report of annoying emails.,"ANNOYING
CALLS/TEXTS/EMAILS",SEMITIC MUSEUM 6 DIVINITY AVE CAMBRIDGE,"2/22/19 - 12:00 PM
4/24/19 - 12:09 PM"
CLOSED,2019-05-02 15:33:00+00:00,Officer dispatched to take a report of stolen credit/debit cards and $90.00 in U.S. currency.,THEFT REPORT,SPANGLER CENTER 117 WESTERN AVE ALLSTON,"5/1/19
1:00 PM - 5:30 PM"
CLOSED,2019-05-02 18:13:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,MOTOR VEHICLE ACCIDENT,SMITH CENTER PARKING GARAGE 1350 MASSACHUSETTS AVE CAMBRIDGE,"5/2/19
6:08 PM - 6:20 PM"
CLOSED,2019-05-02 18:25:00+00:00,Officer dispatched to take a report of tagging/graffiti done to the side of the building.,VANDALISM,HUIT - 38 OXFORD 38 OXFORD ST CAMBRIDGE,"5/2/19
5:50 PM - 6:45 PM"
CLOSED,2019-05-02 19:32:00+00:00,"Officers dispatched to a report of an individual yelling and causing a disturbance in the building. Officers arrived and  
reported individual gone on arrival.",DISTURBANCE,PAINE HALL 3 OXFORD ST CAMBRIDGE,"5/2/19
7:32 PM"
CLOSED,2019-05-02 21:31:00+00:00,"Officer dispatched to a report of two individuals on the roof of the building. Officer arrived, observed one individual on
the roof, and requested that they come down. The individual then fled to an unknown exit and the officer was unable to    
locate them.",SUSPICIOUS ACTIVITY,QUINCY HOUSE DINING HALL 3 DEWOLFE ST CAMBRIDGE,"5/2/19
9:31 PM"
CLOSED,2019-05-02 23:30:00+00:00,"Officers dispatched to a report of a noise complaint. Officers arrived and advised occupants of room 302 to keep the noise
level down.",NOISE COMPLAINT,SOLDIERS FIELD PARK 01 111 WESTERN AVE ALLSTON,"5/2/19
11:30 PM"
CLOSED,2019-05-03 00:29:00+00:00,"Officers dispatched to a report of an individual engaging in suspicious activity in their motor vehicle. Officers arrived 
and reported that the individual was just playing a video game.",SUSPICIOUS ACTIVITY,SOLDIERS FIELD PARK LOT 111 WESTERN AVE ALLSTON,"5/3/19
0:29 AM"
CLOSED,2019-05-03 06:16:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,MOTOR VEHICLE ACCIDENT,114 WESTERN AVE LOT 114 WESTERN AVE ALLSTON,"5/3/19
6:16 AM"
CLOSED,2019-05-03 14:00:00+00:00,"Officer dispatched to a report of a noise complaint regarding an active motor vehicle alarm. Officer arrived and reported 
that a message was left on the owner's telephone notifying them of the situation.",NOISE COMPLAINT,GATES RESIDENCE 17 WARE ST CAMBRIDGE,"5/3/19
2:00 PM"
OPEN,2019-05-03 18:11:00+00:00,"Officer dispatched to take a report of a stolen gray Michael Kors wallet valued at $75.00, a Elie Tahari wallet valued at 
$70.00, $62.00 in U.S. currency, a money order valued at $225.00, a Massachusetts identification card, two Charlie cards, 
and credit/debit cards.",THEFT REPORT,SPANGLER CENTER 117 WESTERN AVE ALLSTON,"5/3/19
9:45 AM - 4:30 PM"
OPEN,2019-05-03 19:37:00+00:00,Officer dispatched to take a report of a stolen black Fjallraven jacket valued at $500.00.,THEFT REPORT,ALDRICH HALL 35 HARVARD WAY ALLSTON,"4/24/19 - 12:00 PM
4/29/19 - 12:00 PM"
CLOSED,2019-05-03 20:17:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,MOTOR VEHICLE ACCIDENT,OXFORD STREET GARAGE 52 OXFORD ST CAMBRIDGE,"5/3/19
8:15 PM - 8:30 PM"
CLOSED,2019-05-04 00:27:00+00:00,"Cambridge Police called to report a complaint of loud music in the area. An officer on detail was notified and reported   
that an event was occurring in the quad. Officer reported that the event was scheduled to conclude shortly.",NOISE COMPLAINT,RADCLIFFE QUAD 107 SHEPARD ST CAMBRIDGE,"5/4/19
0:27 AM"
CLOSED,2019-05-04 00:49:00+00:00,"Officers dispatched to a report of an unwanted guest sleeping in the entryway of the building. Officers arrived, located  
the individual, and sent them on their way.",UNWANTED GUEST,PEABODY TERRACE 34 900 MEMORIAL DR CAMBRIDGE,"5/4/19
0:49 AM"
CLOSED,2019-05-04 02:03:00+00:00,"Officer dispatched to a report of an unwanted guest in the building. Officer arrived and reported that the individual was 
just waiting for their transportation to arrive.",UNWANTED GUEST,CABOT SCIENCE LIBRARY 1 OXFORD ST CAMBRIDGE,"5/4/19
2:03 AM"
CLOSED,2019-05-04 09:11:00+00:00,"Officers dispatched to a report of an individual maneuvering several bicycles at various bike racks in the area. Officers 
arrived, located the individual, and conducted a field interview. The individual was run for wants/warrants with negative 
results. The individual was then issued a verbal trespass warning for all Harvard University property and sent on their   
way.",TRESPASS WARNING,CHAO CENTER 49 HARVARD WAY ALLSTON,"5/4/19
9:05 AM - 10:25 AM"
CLOSED,2019-05-04 09:37:00+00:00,Officer dispatched to a report of an active alarm clock. Officer arrived and reported that the area was quiet.,NOISE COMPLAINT,VANDERBILT HALL 107 AVE LOUIS PASTEUR BOSTON,"5/4/19
9:35 AM - 10:00 AM"
CLOSED,2019-05-04 13:16:00+00:00,"Officers dispatched to a report of an unwanted guest with an active trespass warning for all Harvard University property  
inside of the building. Officers arrived, located the individual, and conducted a field interview. The individual was run 
for wants/warrants with negative results but did show positive results for an active trespass warning. The individual was 
then informed that a criminal complaint for trespassing would be sought regarding this matter and sent on their way.",TRESPASSING,MEMORIAL CHURCH 23 HARVARD YARD CAMBRIDGE,"5/4/18 - 1:19 PM
5/4/19 - 2:10 PM"
CLOSED,2019-05-04 14:03:00+00:00,Officers dispatched to a report of a loud party on the field. Officers arrived and reported that the party was shut down.,LOUD PARTY,ATHLETICS - CUMNOCK FIELD 2 79 N HARVARD ST ALLSTON,"5/4/19
2:03 PM - 2:34 PM"
CLOSED,2019-05-04 23:42:00+00:00,"Officers dispatched to a report of a noise complaint. Officers arrived and advised occupants of room 403 to keep the noise
level down.",NOISE COMPLAINT,PFORZHEIMER HOUSE - MOORS HALL 56 LINNAEAN ST CAMBRIDGE,"5/4/19
11:42 PM"
CLOSED,2019-05-05 01:07:00+00:00,"Officers dispatched to a report of loud music coming from the building. Officers arrived and advised a group of           
individuals in the dance studio to keep the noise level down.",NOISE COMPLAINT,VANSERG BUILDING 29 FRANCIS AVE CAMBRIDGE,"5/5/19
1:07 AM"
CLOSED,2019-05-05 09:21:00+00:00,Officer while on patrol monitored a demonstration that occurred without incident.,DEMONSTRATION,MALKIN ATHLETIC CENTER 39 HOLYOKE ST CAMBRIDGE,"5/5/10 - 9:21 AM
5/5/19 - 10:02 AM"
CLOSED,2019-05-05 16:36:00+00:00,"Officers dispatched to a report of an unwanted guest in the building. Officers arrived and reported individual gone on    
arrival.",UNWANTED GUEST,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,"5/5/19
4:36 PM"
OPEN,2019-05-05 17:52:00+00:00,Officers dispatched to a report of an indecent assault.,INDECENT ASSAULT,HARVARD YARD 1 PEABODY ST CAMBRIDGE,"5/5/19
5:45 PM - 6:15 PM"
CLOSED,2019-05-05 19:38:00+00:00,Officer dispatched to take a report of a stolen sign valued at $30.00.,THEFT REPORT,MATTHEWS HALL SOUTH 9 HARVARD YARD CAMBRIDGE,"5/5/19
7:20 PM - 7:50 PM"
CLOSED,2019-05-06 00:08:00+00:00,"Officers dispatched to a report of suspicious activity in the building. Officers arrived, located the reporting           
individual, and conducted a field interview. The individual was then run for wants/warrants with negative results.        
Officers then conducted a search of the building and reported all was in order. The individual was then issued a verbal   
trespass warning for all Harvard University property and transported to a hospital for evaluation.",TRESPASS WARNING,SCIENCE CENTER 1 OXFORD ST CAMBRIDGE,"5/6/19
0:08 AM - 1:55 AM"
CLOSED,2019-05-06 09:17:00+00:00,Officer dispatched to take a report of a stolen Kent bicycle valued at $120.00 and a lock valued at $25.00.,"ASSIST CPD - THEFT
REPORT",FAS OFFICES 1414 MASSACHUSETTS AVE CAMBRIDGE,"5/3/19 - 6:00 PM
5/6/19 - 8:30 AM"
CLOSED,2019-05-06 10:20:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,MOTOR VEHICLE ACCIDENT,LONGWOOD LOT 200 LONGWOOD AVE BOSTON,"5/6/19
10:20 AM - 11:00 AM"
OPEN,2019-05-06 11:01:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,MOTOR VEHICLE ACCIDENT,HARVARD MEDICAL SCHOOL GARAGE 200 LONGWOOD AVE BOSTON,"5/6/19
9:30 AM - 10:48 AM"
CLOSED,2019-05-06 11:50:00+00:00,"Officers dispatched to a report of suspicious activity.  Officers arrived and reported that an individual was reciting    
religious scripture in the building.",SUSPICIOUS ACTIVITY,SCIENCE CENTER PLAZA 1 OXFORD ST CAMBRIDGE,"5/6/19
11:50 AM"
CLOSED,2019-05-06 12:47:00+00:00,"Officers dispatched to a report of several individuals reciting religious scripture in the building. Officers arrived,    
located the individuals, and informed them of the policy regarding common spaces. The individuals were then sent on their 
way without incident.",UNWANTED GUEST,SCIENCE CENTER PLAZA 1 OXFORD ST CAMBRIDGE,"5/6/19
12:47 PM"
CLOSED,2019-05-06 15:15:00+00:00,"Officer dispatched to take a report of a stolen black Giant Momentum bicycle valued at $600.00, a Silver Firmstrong Beach 
Cruiser bicycle valued at $300.00 and a $15.00 cable lock.",THEFT REPORT,PERKINS HALL 35 OXFORD ST CAMBRIDGE,"12/20/18 - 3:00 PM
5/6/19 - 3:30 PM"
CLOSED,2019-05-06 19:42:00+00:00,"Officers dispatched to a report of an individual engaging in suspicious behavior in the area. Officers arrived and        
reported individual gone on arrival.",SUSPICIOUS ACTIVITY,WEEKS FOOTBRIDGE 1 MEMORIAL DR CAMBRIDGE,"5/6/19
7:42 PM"
CLOSED,2019-05-06 21:18:00+00:00,Officers dispatched to a report of suspicious activity.  Officers arrived and reported all was in order.,SUSPICIOUS ACTIVITY,QUINCY HOUSE DINING HALL 3 DEWOLFE ST CAMBRIDGE,"5/6/19
9:18 PM"
CLOSED,2019-05-06 23:47:00+00:00,"Officer dispatched to a report of loud music. Officers arrived and reported several individuals in the courtyard smoking  
cigarettes. Officers informed the individuals of the policy regarding smoking on Harvard University property and sent them
on their way.",NOISE COMPLAINT,HASKINS HALL 30 IRVING ST CAMBRIDGE,"5/6/19
11:47 PM"
CLOSED,2019-05-07 00:15:00+00:00,"Officer dispatched to a report of an unwanted guest laying down in the garage. Officer arrived, located the individual,   
and conducted a field interview. The individual was then issued a verbal trespass warning for all Harvard University      
property and sent on their way.",TRESPASS WARNING,NEW RESEARCH BUILDING PARKING 77 AVE LOUIS PASTEUR BOSTON,"5/6/19 - 11:00 PM
5/7/19 - 0:15 AM"
CLOSED,2019-05-07 01:30:00+00:00,"Officers dispatched to a report of several individuals in the building after closing hours. Officers arrived and reported 
individuals gone on arrival.",SUSPICIOUS ACTIVITY,ATHLETICS - BLODGETT POOL 79 N HARVARD ST ALLSTON,"5/7/19
1:30 AM"
